frame_id,track_id,x,y,w,h,score,timestamp
185,11,834.0,147.6,45.8,128.8,0.88,18.4
185,12,828.5,128.8,46.8,124.2,0.87,18.4
185,13,857.5,138.1,53.3,124.3,0.92,18.4
185,14,861.2,113.7,48.0,116.7,0.92,18.4
185,20,610.2,98.6,45.8,112.1,0.88,18.4
185,21,764.1,98.9,45.9,111.7,0.93,18.4
185,30,563.7,17.4,38.7,87.3,0.85,18.4
185,31,354.3,188.6,58.1,140.4,0.81,18.4
185,32,904.2,226.5,55.5,157.1,0.99,18.4
186,1,525.2,41.4,32.8,91.3,0.9,18.5
186,2,327.0,181.7,53.7,143.2,0.82,18.5
186,10,869.4,130.3,51.7,120.5,0.86,18.5
186,11,831.1,147.5,53.2,130.9,0.95,18.5
186,12,832.3,131.7,46.0,123.4,0.97,18.5
186,13,857.8,136.1,55.9,129.1,0.99,18.5
186,14,858.9,113.4,46.1,118.3,0.87,18.5
186,20,624.3,96.9,47.4,113.6,0.91,18.5
186,21,769.3,94.7,42.9,114.0,0.95,18.5
186,30,565.7,18.4,30.3,86.1,0.9,18.5
186,31,366.4,180.9,52.0,138.1,0.92,18.5
186,32,888.2,224.7,66.0,154.9,0.87,18.5
187,1,522.8,39.8,34.4,93.0,0.88,18.6
187,2,324.7,179.3,63.5,145.4,0.88,18.6
187,10,868.0,128.1,54.7,123.0,0.96,18.6
187,11,838.2,147.7,47.9,130.2,0.87,18.6
187,12,829.4,131.2,52.9,124.2,0.83,18.6
187,13,852.8,136.6,56.0,127.0,0.93,18.6
187,14,857.8,114.3,50.8,117.4,0.89,18.6
187,20,627.8,105.1,43.7,110.3,0.88,18.6
187,21,767.9,99.0,42.4,109.3,0.97,18.6
187,30,571.8,21.1,32.6,84.1,0.86,18.6
187,31,356.9,175.7,59.2,142.6,0.9,18.6
187,32,903.3,229.5,64.4,154.4,0.94,18.6
188,1,523.1,36.6,40.2,95.5,0.83,18.7
188,2,322.6,174.7,63.6,141.6,0.93,18.7
188,10,870.6,126.4,53.1,124.9,0.95,18.7
188,11,829.5,151.1,45.3,128.9,0.99,18.7
188,12,830.2,126.9,51.6,126.9,0.94,18.7
188,13,857.5,138.6,51.9,130.2,0.85,18.7
188,14,859.2,119.1,41.4,117.1,0.86,18.7
188,20,627.2,99.1,44.8,115.4,0.92,18.7
188,21,763.5,98.4,47.3,115.4,0.87,18.7
188,30,571.1,21.5,35.1,82.2,0.91,18.7
188,31,362.7,185.7,48.9,136.9,0.85,18.7
188,32,878.6,227.9,62.4,157.5,0.86,18.7
189,1,523.7,37.2,36.1,94.9,0.87,18.8
189,2,324.7,182.2,51.0,144.0,0.91,18.8
189,10,870.9,130.2,48.6,121.6,0.87,18.8
189,11,829.9,147.4,52.8,134.3,0.91,18.8
189,12,828.3,137.0,52.4,119.6,0.89,18.8
189,13,861.1,137.1,51.6,127.8,0.89,18.8
189,14,858.3,119.5,48.5,114.4,0.89,18.8
189,20,626.3,104.4,48.7,111.8,0.86,18.8
189,21,758.5,97.6,45.1,115.0,0.93,18.8
189,30,572.5,16.6,33.0,87.1,0.93,18.8
189,31,363.1,180.6,49.2,139.4,0.93,18.8
189,32,898.6,212.8,58.3,152.5,0.92,18.8
190,1,524.2,41.9,31.8,89.7,0.9,18.9
190,2,323.7,183.7,53.5,142.7,0.99,18.9
190,10,871.5,129.1,52.6,120.9,0.85,18.9
190,11,835.5,150.0,50.0,126.4,0.86,18.9
190,12,825.4,129.5,53.6,125.0,0.89,18.9
190,13,862.8,139.7,46.9,121.8,0.88,18.9
190,14,862.5,114.0,42.9,121.8,0.98,18.9
190,20,626.5,99.0,50.5,113.1,0.92,18.9
190,21,762.6,95.6,42.4,115.4,0.81,18.9
190,30,577.4,16.5,32.9,88.2,0.94,18.9
190,31,365.9,188.1,59.8,138.8,0.9,18.9
190,32,888.4,226.7,62.8,153.3,0.93,18.9
191,1,519.9,36.8,42.4,95.4,0.9,19.0
191,2,323.1,186.0,56.2,141.8,0.85,19.0
191,10,869.3,130.9,53.0,122.4,0.99,19.0
191,11,833.1,143.9,51.2,132.3,0.92,19.0
191,12,827.6,130.3,55.5,125.1,0.87,19.0
191,13,858.2,142.7,51.3,123.7,0.94,19.0
191,14,861.6,117.3,40.8,116.0,0.85,19.0
191,20,636.6,99.2,38.8,110.7,0.9,19.0
191,21,756.2,92.2,49.9,115.6,0.89,19.0
191,30,585.7,17.0,35.7,86.7,0.89,19.0
191,31,378.1,172.4,52.7,140.8,0.98,19.0
191,32,892.7,216.9,61.4,154.6,0.93,19.0
192,1,525.1,36.5,37.5,94.0,0.95,19.1
192,2,318.9,182.1,64.1,143.3,0.89,19.1
192,10,866.4,134.4,53.9,120.2,0.86,19.1
192,11,828.9,151.0,56.0,128.0,0.93,19.1
192,12,829.0,130.0,53.7,123.9,0.94,19.1
192,13,863.7,139.5,43.8,125.0,0.85,19.1
192,14,856.4,111.9,51.4,124.2,0.94,19.1
192,20,634.0,102.5,49.6,113.2,0.94,19.1
192,21,757.4,98.8,46.0,112.5,0.91,19.1
192,30,578.4,20.5,34.8,83.1,0.99,19.1
192,31,376.6,182.6,51.7,137.1,0.82,19.1
192,32,892.6,219.4,57.4,156.3,0.83,19.1
193,1,522.3,42.5,36.6,91.0,0.91,19.2
193,2,322.3,186.3,59.2,142.4,0.91,19.2
193,10,866.2,126.3,53.1,124.1,0.86,19.2
193,11,835.7,147.5,47.9,131.9,0.94,19.2
193,12,832.2,130.3,45.9,126.3,0.97,19.2
193,13,858.5,139.1,53.2,127.2,0.83,19.2
193,14,858.2,114.2,49.2,119.3,0.93,19.2
193,20,637.3,97.1,48.1,110.4,0.95,19.2
193,21,754.8,95.5,38.7,110.4,0.9,19.2
193,30,574.8,22.7,36.1,84.8,0.94,19.2
193,31,366.4,179.4,57.1,143.3,0.95,19.2
193,32,888.3,221.9,57.9,150.5,0.88,19.2
194,1,520.0,35.9,41.7,94.9,0.78,19.3
194,2,320.1,177.0,54.8,145.8,0.88,19.3
194,10,868.1,130.1,51.4,125.3,0.9,19.3
194,11,831.0,153.4,52.2,129.4,0.95,19.3
194,12,832.3,136.8,46.9,121.0,0.99,19.3
194,13,858.0,142.0,54.4,125.3,0.93,19.3
194,14,857.6,115.4,52.8,122.1,0.91,19.3
194,20,635.2,99.4,41.3,114.4,0.97,19.3
194,21,753.0,105.8,43.4,106.2,0.91,19.3
194,30,584.3,13.3,34.0,86.6,0.94,19.3
194,31,377.6,174.0,54.1,136.9,0.87,19.3
194,32,894.1,217.0,57.2,152.3,0.89,19.3
195,1,523.7,41.1,35.6,91.6,0.89,19.4
195,2,326.4,184.6,52.8,144.3,0.97,19.4
195,10,869.0,129.2,51.6,120.9,0.89,19.4
195,11,831.3,145.1,49.8,129.2,0.89,19.4
195,12,832.8,129.6,47.3,124.4,0.9,19.4
195,13,859.0,139.6,54.0,127.0,0.89,19.4
195,14,858.7,114.1,49.1,119.4,0.88,19.4
195,20,641.5,102.0,47.3,110.4,0.87,19.4
195,21,755.8,99.3,40.1,114.0,0.9,19.4
195,30,579.7,19.9,29.7,83.5,0.96,19.4
195,31,369.3,177.0,55.9,139.0,0.8,19.4
195,32,882.3,215.6,58.5,153.7,0.96,19.4
196,1,523.1,39.0,35.7,94.3,0.93,19.5
196,2,325.9,182.2,55.6,141.2,0.81,19.5
196,10,869.6,129.0,51.0,122.3,0.95,19.5
196,11,825.5,148.5,56.1,132.2,0.85,19.5
196,12,829.0,131.7,52.9,123.3,0.9,19.5
196,13,863.6,139.7,51.5,127.4,0.88,19.5
196,14,864.8,121.1,45.6,115.4,0.85,19.5
196,20,649.1,103.1,49.5,111.2,0.88,19.5
196,21,751.3,96.4,41.1,112.6,0.92,19.5
196,30,582.3,17.7,32.5,82.4,0.91,19.5
196,31,367.7,182.0,50.0,138.5,0.9,19.5
196,32,879.3,214.7,66.6,154.1,0.87,19.5
197,1,524.2,39.9,37.1,92.7,0.88,19.6
197,2,325.1,188.4,56.6,138.5,0.92,19.6
197,10,867.6,127.6,55.2,123.2,0.97,19.6
197,11,828.5,147.3,56.7,130.7,0.83,19.6
197,12,830.7,129.6,47.5,124.7,0.99,19.6
197,13,865.1,139.3,48.4,124.7,0.89,19.6
197,14,861.9,116.6,47.8,116.5,0.9,19.6
197,20,639.5,101.6,45.9,113.1,0.9,19.6
197,21,748.6,94.0,40.0,112.1,0.86,19.6
197,30,584.9,15.7,34.5,83.3,0.9,19.6
197,31,383.5,176.5,48.7,139.3,0.88,19.6
197,32,876.7,219.1,62.6,152.7,0.89,19.6
198,1,524.6,40.0,33.7,94.4,0.93,19.7
198,2,322.1,186.8,56.6,138.6,0.9,19.7
198,10,861.8,127.6,51.7,123.8,0.95,19.7
198,11,828.9,144.8,53.6,131.9,0.89,19.7
198,12,832.6,130.8,46.3,123.9,0.98,19.7
198,13,852.7,134.8,57.2,130.4,0.91,19.7
198,14,857.9,112.5,47.7,118.2,0.86,19.7
198,20,639.4,93.9,52.5,117.8,0.96,19.7
198,21,742.0,97.9,43.0,111.6,0.89,19.7
198,30,581.6,17.3,39.2,87.2,0.99,19.7
198,31,376.3,176.3,55.9,138.9,0.79,19.7
198,32,886.5,216.4,63.8,150.3,0.92,19.7
199,1,524.8,35.2,35.4,94.1,0.75,19.8
199,2,327.7,188.1,50.3,142.1,0.93,19.8
199,10,871.3,128.9,49.7,124.2,0.92,19.8
199,11,832.5,150.2,45.3,128.4,0.86,19.8
199,12,829.9,133.5,53.5,121.3,0.91,19.8
199,13,860.0,140.4,49.4,128.0,0.86,19.8
199,14,861.9,113.6,47.1,120.5,0.98,19.8
199,20,652.1,102.5,43.7,114.1,0.8,19.8
199,21,740.6,95.6,44.5,114.3,0.89,19.8
199,30,587.8,15.8,35.8,86.5,0.92,19.8
199,31,376.8,177.5,51.2,141.3,0.84,19.8
199,32,883.4,218.0,54.5,150.8,0.99,19.8
200,1,528.1,40.9,33.4,90.2,0.87,19.9
200,2,325.9,185.1,57.1,139.5,0.96,19.9
200,10,875.6,126.6,47.1,124.1,0.9,19.9
200,11,829.7,147.5,54.3,131.1,0.95,19.9
200,12,827.9,132.0,56.0,125.1,0.86,19.9
200,13,857.4,136.3,50.2,129.0,0.99,19.9
200,14,853.7,115.6,50.6,120.8,0.97,19.9
200,20,647.9,102.7,51.6,116.3,0.94,19.9
200,21,737.0,92.8,40.1,113.6,0.82,19.9
200,30,589.5,17.8,38.2,85.3,0.9,19.9
200,31,368.5,177.7,56.7,138.1,0.86,19.9
200,32,875.4,223.9,66.5,149.4,0.93,19.9
201,1,523.0,43.9,36.5,89.3,0.9,20.0
201,2,324.7,184.0,51.9,142.3,0.93,20.0
201,10,876.5,127.2,42.8,121.7,0.93,20.0
201,11,830.0,148.8,55.8,128.0,0.8,20.0
201,12,835.2,137.3,43.0,121.8,0.96,20.0
201,13,858.5,138.5,55.3,127.1,0.89,20.0
201,14,859.8,114.7,45.2,119.0,0.94,20.0
201,20,652.8,95.5,49.3,116.5,0.96,20.0
201,21,739.4,95.0,46.9,112.1,0.96,20.0
201,30,590.6,13.3,35.8,87.3,0.85,20.0
201,31,382.1,172.1,51.9,138.4,0.87,20.0
201,32,875.3,216.1,64.3,150.2,0.92,20.0
202,1,522.5,35.4,34.5,94.8,0.92,20.1
202,2,325.2,183.9,51.6,141.3,0.86,20.1
202,10,874.3,125.2,47.2,124.8,0.88,20.1
202,11,826.4,149.1,54.6,125.5,0.92,20.1
202,12,832.7,134.4,46.3,121.5,0.95,20.1
202,13,859.6,137.0,50.3,129.2,0.9,20.1
202,14,855.2,116.6,49.1,118.5,0.89,20.1
202,20,658.7,98.8,43.5,113.0,0.84,20.1
202,21,733.3,93.9,43.1,116.0,0.92,20.1
202,30,592.7,17.6,37.2,84.3,0.99,20.1
202,31,373.5,178.4,57.2,141.0,0.9,20.1
202,32,878.6,217.1,57.2,155.1,0.95,20.1
203,1,519.1,37.3,40.8,93.4,0.99,20.2
203,2,315.3,182.5,60.7,146.3,0.98,20.2
203,10,865.9,128.8,54.8,122.1,0.98,20.2
203,11,840.4,149.8,48.2,130.8,0.93,20.2
203,12,830.3,134.0,47.4,122.9,0.85,20.2
203,13,865.0,139.9,45.6,128.6,0.89,20.2
203,14,862.5,117.2,43.7,116.8,0.87,20.2
203,20,652.1,100.9,50.6,114.1,0.82,20.2
203,21,726.5,100.6,49.6,112.3,0.85,20.2
203,30,595.7,20.2,31.8,84.6,0.9,20.2
203,31,378.8,171.7,49.9,139.6,0.87,20.2
203,32,878.1,225.3,61.4,150.6,0.92,20.2
204,1,525.4,37.3,33.9,95.0,0.92,20.3
204,2,316.9,183.0,62.8,140.5,0.94,20.3
204,10,874.4,129.7,50.1,121.8,0.91,20.3
204,11,832.1,146.6,56.7,129.7,0.93,20.3
204,12,828.2,132.5,51.7,122.6,0.89,20.3
204,13,859.0,139.7,52.5,124.1,0.84,20.3
204,14,859.4,118.9,45.9,120.2,0.94,20.3
204,20,658.9,97.3,46.2,112.5,0.95,20.3
204,21,725.3,92.5,46.4,117.1,0.92,20.3
204,30,592.3,17.4,34.0,85.0,0.88,20.3
204,31,395.0,173.1,49.3,133.1,0.94,20.3
204,32,881.1,214.8,58.2,156.9,0.84,20.3
205,1,523.1,35.2,40.1,94.8,0.88,20.4
205,2,321.3,186.0,54.0,145.0,0.95,20.4
205,10,874.9,126.6,49.4,123.0,0.86,20.4
205,11,833.0,149.0,48.3,127.1,0.93,20.4
205,12,828.4,133.3,53.4,121.7,0.84,20.4
205,13,862.5,137.0,52.7,126.1,0.9,20.4
205,14,855.1,115.2,50.7,117.6,0.89,20.4
205,20,656.1,102.2,47.5,113.0,0.95,20.4
205,21,724.3,95.5,47.7,114.5,0.84,20.4
205,30,593.4,9.2,33.4,90.4,0.88,20.4
205,31,378.8,173.5,61.4,137.0,0.97,20.4
205,32,876.5,211.1,58.7,151.3,0.86,20.4
206,1,521.0,36.5,34.0,95.3,0.99,20.5
206,2,325.5,178.5,50.9,144.4,0.9,20.5
206,10,871.6,129.3,54.1,120.5,0.91,20.5
206,11,830.2,144.6,47.6,132.0,0.92,20.5
206,12,829.3,128.4,51.9,124.2,0.86,20.5
206,13,866.2,143.5,46.7,124.5,0.93,20.5
206,14,861.0,116.1,47.7,116.1,0.82,20.5
206,20,657.1,102.2,50.8,116.3,0.91,20.5
206,21,725.4,101.5,43.4,107.9,0.89,20.5
206,30,596.7,14.4,32.1,87.9,0.9,20.5
206,31,386.6,170.5,56.2,138.9,0.8,20.5
206,32,878.7,214.6,54.8,148.3,0.93,20.5
207,1,524.5,40.6,32.9,91.5,0.88,20.6
207,2,319.6,188.7,53.4,141.5,0.99,20.6
207,10,872.6,126.4,48.3,125.2,0.88,20.6
207,11,835.0,152.0,50.9,127.4,0.85,20.6
207,12,829.2,132.2,51.6,125.1,0.99,20.6
207,13,866.2,141.6,45.1,125.1,0.92,20.6
207,14,855.7,114.5,50.2,121.8,0.94,20.6
207,20,672.2,99.0,42.5,112.7,0.86,20.6
207,21,729.1,94.5,45.2,112.9,0.92,20.6
207,30,588.6,16.0,37.3,84.8,0.84,20.6
207,31,383.9,173.4,50.8,137.3,0.78,20.6
207,32,868.1,217.9,56.8,151.8,0.89,20.6
208,1,523.1,39.8,40.0,92.0,0.76,20.7
208,2,318.4,183.6,49.2,138.5,0.98,20.7
208,10,873.8,127.9,48.0,123.8,0.84,20.7
208,11,825.9,147.2,57.9,130.0,0.88,20.7
208,12,831.5,130.8,50.8,120.8,0.93,20.7
208,13,852.6,139.3,54.9,124.1,0.89,20.7
208,14,858.1,116.4,53.2,118.6,0.89,20.7
208,20,668.0,102.7,42.1,117.2,0.87,20.7
208,21,721.1,94.8,42.2,113.7,0.94,20.7
208,30,600.7,21.2,29.2,82.6,0.89,20.7
208,31,383.5,171.7,60.1,139.0,0.8,20.7
208,32,877.5,210.1,53.7,151.6,0.88,20.7
209,1,525.1,39.8,36.2,92.1,0.88,20.8
209,2,333.6,183.8,51.8,142.9,0.88,20.8
209,10,872.9,130.1,43.3,122.9,0.88,20.8
209,11,835.2,145.9,47.7,130.7,0.93,20.8
209,12,835.7,127.0,45.4,125.4,0.9,20.8
209,13,863.1,138.5,45.6,125.5,0.84,20.8
209,14,860.1,113.4,47.3,119.4,0.93,20.8
209,20,668.3,100.5,47.1,113.4,0.93,20.8
209,21,727.3,97.6,41.7,111.4,0.95,20.8
209,30,599.8,11.1,37.3,86.0,0.85,20.8
209,31,396.1,167.1,54.0,135.0,0.89,20.8
209,32,872.9,211.6,64.3,152.7,0.87,20.8
210,1,524.0,34.2,38.6,96.6,0.96,20.9
210,2,317.0,183.6,60.1,141.5,0.91,20.9
210,10,875.9,128.2,48.9,121.9,0.99,20.9
210,11,830.0,150.6,54.9,128.0,0.86,20.9
210,12,831.6,132.4,51.8,122.9,0.83,20.9
210,13,859.3,141.6,50.3,125.0,0.84,20.9
210,14,857.2,113.1,51.2,120.9,0.88,20.9
210,20,672.2,97.7,51.0,116.5,0.86,20.9
210,21,721.5,94.5,47.2,114.2,0.91,20.9
210,30,597.7,13.1,30.6,86.4,0.94,20.9
210,31,396.1,172.2,52.7,133.7,0.83,20.9
210,32,877.4,214.8,62.5,150.5,0.93,20.9
211,1,521.4,38.3,40.5,93.5,0.91,21.0
211,2,318.9,189.4,61.2,138.4,0.92,21.0
211,10,868.5,132.9,46.9,119.4,0.89,21.0
211,11,833.1,149.1,50.1,129.2,0.99,21.0
211,12,833.9,134.6,46.3,123.3,0.95,21.0
211,13,860.7,135.7,48.0,127.1,0.83,21.0
211,14,857.4,110.6,55.8,124.3,0.86,21.0
211,20,677.5,100.2,48.2,113.0,0.93,21.0
211,21,718.2,96.0,48.5,114.4,0.85,21.0
211,30,606.5,13.9,31.7,84.7,0.94,21.0
211,31,391.5,174.9,59.9,133.1,0.92,21.0
211,32,870.3,216.1,60.7,149.9,0.9,21.0
212,1,522.7,35.6,41.9,95.5,0.92,21.1
212,2,325.6,184.9,61.5,141.5,0.86,21.1
212,10,872.7,129.5,45.7,121.5,0.93,21.1
212,11,830.9,148.1,49.5,128.7,0.97,21.1
212,12,830.6,130.9,46.1,124.6,0.9,21.1
212,13,864.5,140.8,45.6,125.5,0.88,21.1
212,14,857.7,116.3,47.0,119.3,0.89,21.1
212,20,674.5,105.3,43.6,112.2,0.98,21.1
212,21,714.9,94.3,48.0,110.7,0.89,21.1
212,30,607.0,13.1,30.9,85.5,0.89,21.1
212,31,401.4,169.6,53.1,135.8,0.93,21.1
212,32,873.3,215.5,53.6,147.7,0.8,21.1
213,1,525.5,37.7,35.2,93.5,0.92,21.2
213,2,317.0,184.4,60.5,143.4,0.93,21.2
213,10,871.9,126.3,51.4,124.0,0.95,21.2
213,11,827.0,145.1,55.1,129.6,0.88,21.2
213,12,834.2,131.2,48.9,121.8,0.93,21.2
213,13,859.5,139.3,50.0,127.5,0.99,21.2
213,14,853.4,116.2,52.3,117.4,0.87,21.2
213,20,678.3,101.2,45.6,114.2,0.88,21.2
213,21,703.4,100.0,48.1,112.5,0.9,21.2
213,30,605.2,16.7,33.9,81.2,0.99,21.2
213,31,392.4,166.6,56.2,136.4,0.93,21.2
213,32,876.8,205.8,55.3,151.3,0.84,21.2
214,1,521.8,35.0,39.3,97.6,0.92,21.3
214,2,322.7,177.6,54.1,144.7,0.82,21.3
214,10,870.7,125.8,49.9,125.3,0.87,21.3
214,11,830.1,151.6,53.9,128.0,0.9,21.3
214,12,828.7,128.3,50.4,125.5,0.85,21.3
214,13,858.2,138.7,54.3,129.3,0.88,21.3
214,14,857.0,116.5,47.6,116.1,0.94,21.3
214,20,675.3,105.1,41.1,109.1,0.98,21.3
214,21,710.1,100.1,48.9,116.2,0.9,21.3
214,30,604.4,17.7,33.6,79.8,0.82,21.3
214,31,388.5,168.1,56.2,139.2,0.89,21.3
214,32,865.6,212.2,57.5,147.6,0.91,21.3
215,1,521.4,35.0,36.2,95.0,0.9,21.4
215,2,321.4,181.7,50.9,139.1,0.9,21.4
215,10,877.0,127.5,45.6,123.8,0.86,21.4
215,11,827.7,152.3,52.5,126.1,0.96,21.4
215,12,832.8,128.0,47.3,123.6,0.96,21.4
215,13,858.4,141.5,54.3,126.5,0.85,21.4
215,14,866.7,111.3,42.3,120.0,0.83,21.4
215,20,686.8,101.9,44.1,110.8,0.87,21.4
215,21,702.1,98.7,43.4,112.0,0.9,21.4
215,30,608.8,13.8,37.1,84.5,0.94,21.4
215,31,388.6,166.1,57.7,140.4,0.89,21.4
215,32,869.7,215.8,52.7,149.9,0.84,21.4
216,1,525.0,41.4,31.9,87.4,0.79,21.5
216,2,324.0,184.3,50.2,137.7,0.9,21.5
216,10,867.7,129.9,51.5,119.1,0.9,21.5
216,11,833.7,145.2,51.2,128.8,0.85,21.5
216,12,830.0,130.1,54.1,121.5,0.94,21.5
216,13,855.8,140.8,49.6,125.5,0.87,21.5
216,14,860.1,116.2,43.0,119.0,0.91,21.5
216,20,687.5,100.0,44.4,115.8,0.92,21.5
216,21,699.6,90.3,49.0,116.8,0.85,21.5
216,30,604.3,11.9,30.4,84.5,0.96,21.5
216,31,401.8,161.7,50.6,134.8,0.89,21.5
216,32,859.5,210.8,60.8,149.6,0.99,21.5
217,1,523.2,36.4,34.9,96.1,0.95,21.6
217,2,324.7,177.6,57.0,144.3,0.96,21.6
217,10,873.6,126.2,46.1,122.9,0.95,21.6
217,11,828.7,152.8,55.8,128.5,0.9,21.6
217,12,837.0,132.3,43.4,123.0,0.96,21.6
217,13,856.7,138.8,54.9,124.8,0.84,21.6
217,14,860.1,114.6,44.6,119.9,0.9,21.6
217,20,686.0,106.9,43.5,112.2,0.99,21.6
217,21,703.1,100.0,40.3,110.5,0.91,21.6
217,30,607.2,14.5,34.6,84.3,0.88,21.6
217,31,412.0,157.2,52.8,132.7,0.94,21.6
217,32,859.2,215.6,67.3,151.3,0.92,21.6
218,1,524.6,40.6,34.1,91.1,0.91,21.7
218,2,310.2,184.6,61.4,138.1,0.94,21.7
218,10,866.2,129.1,53.0,123.5,0.92,21.7
218,11,836.5,148.9,44.5,125.1,0.91,21.7
218,12,834.5,134.5,51.4,121.2,0.87,21.7
218,13,863.6,138.3,48.7,128.7,0.83,21.7
218,14,860.8,115.0,52.1,120.3,0.95,21.7
218,20,686.4,101.4,48.1,113.0,0.91,21.7
218,21,700.0,98.3,41.3,111.2,0.92,21.7
218,30,610.8,15.4,34.2,83.9,0.97,21.7
218,31,398.6,166.9,55.8,135.4,0.86,21.7
218,32,865.4,213.6,65.4,146.6,0.78,21.7
219,1,526.8,39.9,33.1,93.2,0.9,21.8
219,2,320.1,180.8,58.3,143.2,0.9,21.8
219,10,874.4,130.0,47.3,120.5,0.93,21.8
219,11,834.0,148.2,50.1,128.2,0.85,21.8
219,12,833.0,127.9,43.8,125.0,0.91,21.8
219,13,852.8,140.0,55.0,126.7,0.97,21.8
219,14,861.1,114.1,42.6,119.8,0.93,21.8
219,20,692.4,104.6,41.0,110.7,0.94,21.8
219,21,702.3,97.7,42.5,115.1,0.79,21.8
219,30,613.6,14.8,34.6,84.1,0.93,21.8
219,31,391.3,165.1,53.1,137.6,0.99,21.8
219,32,865.0,204.0,64.6,149.2,0.95,21.8
220,1,523.9,34.3,35.0,98.8,0.95,21.9
220,2,325.7,185.7,60.8,138.2,0.94,21.9
220,10,873.8,129.8,46.7,121.8,0.91,21.9
220,11,832.8,145.2,52.7,131.3,0.92,21.9
220,12,831.3,131.3,49.7,123.1,0.88,21.9
220,13,859.0,134.6,54.9,129.2,0.86,21.9
220,14,861.3,114.3,47.0,121.0,0.86,21.9
220,20,699.9,102.0,39.4,108.7,0.85,21.9
220,21,698.5,96.8,45.5,114.1,0.91,21.9
220,30,614.0,14.1,36.0,83.6,0.89,21.9
220,31,398.2,164.6,58.2,134.8,0.91,21.9
220,32,873.0,205.8,55.9,148.7,0.88,21.9
221,1,523.6,36.2,38.6,94.3,0.89,22.0
221,2,323.6,185.2,58.3,140.6,0.84,22.0
221,10,872.2,131.3,51.4,121.1,0.88,22.0
221,11,834.0,147.1,46.6,129.7,0.88,22.0
221,12,834.3,130.6,48.3,122.0,0.9,22.0
221,13,855.6,137.9,55.0,124.2,0.89,22.0
221,14,860.9,115.8,45.4,119.1,0.86,22.0
221,20,697.8,99.9,47.0,115.3,0.92,22.0
221,21,694.1,96.3,44.8,111.9,0.84,22.0
221,30,608.7,14.2,32.5,83.8,0.98,22.0
221,31,410.2,166.5,52.1,133.4,0.82,22.0
221,32,865.2,207.8,63.0,152.1,0.9,22.0
222,1,526.6,41.4,31.0,88.3,0.94,22.1
222,2,322.0,183.9,57.6,139.6,0.95,22.1
222,10,864.3,124.8,52.0,126.2,0.91,22.1
222,11,828.6,148.0,57.7,128.8,0.97,22.1
222,12,837.4,134.0,45.9,122.9,0.99,22.1
222,13,861.0,135.9,46.5,128.9,0.95,22.1
222,14,863.1,117.5,42.7,116.5,0.94,22.1
222,20,695.7,107.0,50.4,115.2,0.92,22.1
222,21,695.9,93.1,42.5,113.8,0.94,22.1
222,30,611.5,11.4,32.3,85.7,0.96,22.1
222,31,406.7,164.2,48.4,134.1,0.87,22.1
222,32,861.3,213.8,60.1,148.3,0.89,22.1
223,1,523.9,40.3,34.1,90.8,0.87,22.2
223,2,319.0,182.6,63.0,141.1,0.88,22.2
223,10,871.1,125.0,53.2,125.5,0.89,22.2
223,11,831.5,149.1,50.8,126.4,0.94,22.2
223,12,830.5,134.6,49.1,123.4,0.92,22.2
223,13,859.5,138.9,55.0,126.8,0.86,22.2
223,14,858.9,112.4,46.7,123.2,0.84,22.2
223,20,699.1,98.1,44.0,113.4,0.92,22.2
223,21,693.0,98.1,40.8,108.9,0.99,22.2
223,30,614.2,13.9,37.7,85.3,0.93,22.2
223,31,411.4,166.3,57.3,133.2,0.86,22.2
223,32,863.9,206.9,59.2,150.0,0.82,22.2
224,1,523.3,37.1,39.1,96.4,0.93,22.3
224,2,322.0,187.2,56.7,138.1,0.97,22.3
224,10,874.2,130.4,45.0,122.4,0.91,22.3
224,11,829.5,145.0,58.3,133.3,0.86,22.3
224,12,831.8,130.9,43.9,124.0,0.99,22.3
224,13,854.3,139.1,56.6,126.5,0.92,22.3
224,14,859.3,108.7,49.8,121.7,0.8,22.3
224,20,700.5,101.6,49.1,114.5,0.88,22.3
224,21,688.9,90.6,43.5,116.5,0.86,22.3
224,30,613.7,15.4,38.0,85.5,0.88,22.3
224,31,404.9,161.8,53.4,134.0,0.92,22.3
224,32,859.7,208.1,53.0,148.6,0.87,22.3
225,1,519.8,37.7,40.1,94.2,0.91,22.4
225,2,315.9,187.3,56.5,142.0,0.9,22.4
225,10,872.5,133.3,48.7,121.0,0.93,22.4
225,11,824.4,147.6,58.1,132.6,0.95,22.4
225,12,831.2,138.1,42.6,120.2,0.89,22.4
225,13,858.8,135.8,51.3,127.4,0.93,22.4
225,14,855.9,117.1,51.6,116.3,0.94,22.4
225,20,708.1,96.3,44.2,117.1,0.97,22.4
225,21,682.9,97.3,48.1,111.1,0.9,22.4
225,30,609.5,15.7,36.8,85.4,0.86,22.4
225,31,403.0,158.9,56.8,136.4,0.92,22.4
225,32,856.9,210.0,59.5,147.0,0.85,22.4
226,1,523.4,41.4,34.0,90.6,0.91,22.5
226,2,319.8,183.7,63.0,141.1,0.77,22.5
226,10,874.4,128.7,49.7,122.3,0.95,22.5
226,11,827.7,147.2,58.7,131.2,0.93,22.5
226,12,828.7,129.3,46.1,122.5,0.89,22.5
226,13,856.2,143.6,50.1,122.9,0.82,22.5
226,14,860.2,122.1,46.1,114.4,0.94,22.5
226,20,704.7,99.2,43.7,111.3,0.99,22.5
226,21,682.7,95.6,40.5,114.7,0.84,22.5
226,30,616.8,18.9,29.5,79.6,0.94,22.5
